article_id,blank,calendar_week,id,in_production,net_raw_demand,preview_0,preview_1,preview_10,preview_11,preview_12,preview_13,preview_14,preview_15,preview_2,preview_3,preview_4,preview_5,preview_6,preview_7,preview_8,preview_9,preview_sum,produce_with_blank,production_demand,stock,total_demand,week_cos,week_sin,year
24741,0,5,66331,0,1246,0,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,0,1546,0,0,300,1546,0.8229838658936564,0.5680647467311558,2024
25424,0,5,66332,3000,0,0,0,0,0,1280,0,0,0,0,0,1030,0,0,0,0,0,2310,0,0,3280,2310,0.8229838658936564,0.5680647467311558,2024
27935,0,5,66333,0,0,0,0,63,0,70,0,0,0,0,0,0,45,0,0,0,0,178,0,0,510,178,0.8229838658936564,0.5680647467311558,2024
27632,0,5,66334,0,1390,1260,0,385,394,479,372,0,0,0,0,0,73,476,394,527,0,4360,0,0,1710,3100,0.8229838658936564,0.5680647467311558,2024
25915,0,5,66335,0,592,0,0,238,119,119,357,0,0,0,0,0,357,357,119,476,0,2142,0,0,1550,2142,0.8229838658936564,0.5680647467311558,2024
29098,0,5,66336,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,0,0,0,0.8229838658936564,0.5680647467311558,2024
26255,0,5,66337,1000,0,0,0,0,0,0,183,0,0,0,7,0,0,0,366,0,397,953,0,0,1600,953,0.8229838658936564,0.5680647467311558,2024
25322,0,5,66338,0,126,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,126,1,1000,0,126,0.8229838658936564,0.5680647467311558,2024
26519,0,5,66340,0,503,0,0,0,1393,0,0,0,0,0,0,0,0,0,0,0,0,1393,0,0,890,1393,0.8229838658936564,0.5680647467311558,2024
26194,0,5,66341,0,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,1,500,0,26,0.8229838658936564,0.5680647467311558,2024
24929,0,5,66342,0,294,0,0,464,260,476,340,0,0,0,2510,0,0,0,0,174,0,4224,0,0,3930,4224,0.8229838658936564,0.5680647467311558,2024
25318,0,5,66343,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,1310,0,0,2530,1310,0.8229838658936564,0.5680647467311558,2024
28631,0,5,66344,0,0,0,0,0,0,0,27,0,0,0,0,0,39,0,0,0,0,66,0,0,266,66,0.8229838658936564,0.5680647467311558,2024
27688,0,5,66345,0,147,0,0,478,0,0,0,0,0,0,0,249,0,0,0,0,0,727,0,0,580,727,0.8229838658936564,0.5680647467311558,2024
29216,0,5,66348,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,681,0,0,1100,681,0.8229838658936564,0.5680647467311558,2024
27770,0,5,66349,3000,0,0,1116,0,262,227,325,0,0,0,0,908,0,1465,0,0,741,5044,0,0,5995,5044,0.8229838658936564,0.5680647467311558,2024
27927,0,5,66350,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,47,0,0,113,0,0,620,113,0.8229838658936564,0.5680647467311558,2024
26890,0,5,66351,0,40,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,1,1000,0,40,0.8229838658936564,0.5680647467311558,2024
27795,0,5,66352,0,362,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,362,1,0,0,362,0.8229838658936564,0.5680647467311558,2024
28786,0,5,66353,0,58,0,0,0,0,0,38,0,0,0,0,20,0,0,0,0,0,58,1,1000,0,58,0.8229838658936564,0.5680647467311558,2024
24832,0,5,66354,0,0,0,0,0,0,0,656,0,0,0,0,2058,0,0,0,0,0,2714,0,0,2716,2714,0.8229838658936564,0.5680647467311558,2024
27510,0,5,66355,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,185,0,0,1000,185,0.8229838658936564,0.5680647467311558,2024
24616,0,5,66356,0,1366,0,0,677,0,1277,0,0,0,0,0,0,1570,680,0,0,0,4204,0,0,2838,4204,0.8229838658936564,0.5680647467311558,2024
27623,0,5,66357,0,0,0,1134,0,0,0,1679,0,0,0,0,0,1134,0,0,0,0,3947,0,0,5012,3947,0.8229838658936564,0.5680647467311558,2024
26798,0,5,66358,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0.8229838658936564,0.5680647467311558,2024
28926,0,5,66359,0,241,0,0,0,1191,0,82,0,0,0,0,0,0,0,0,0,0,1273,0,0,1032,1273,0.8229838658936564,0.5680647467311558,2024
28050,0,5,66360,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,2000,820,0.8229838658936564,0.5680647467311558,2024
25607,0,5,66361,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,0.8229838658936564,0.5680647467311558,2024
25304,0,5,66364,0,435,0,0,198,0,0,0,0,0,0,0,237,0,0,0,0,0,435,1,1000,0,435,0.8229838658936564,0.5680647467311558,2024
29036,0,5,66366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8229838658936564,0.5680647467311558,2024
24882,0,5,66367,4000,0,0,8646,0,2170,0,0,0,0,0,0,0,0,0,0,0,0,10816,0,0,9552,10816,0.8229838658936564,0.5680647467311558,2024
24571,0,5,66368,0,332,0,0,0,0,143,0,0,0,0,0,0,0,189,0,0,0,332,1,2500,0,332,0.8229838658936564,0.5680647467311558,2024
28216,0,5,66369,0,422,0,700,0,0,0,0,0,0,0,7,315,0,164,0,0,864,2050,0,0,1628,2050,0.8229838658936564,0.5680647467311558,2024
27804,0,5,66370,1000,0,0,0,448,0,0,0,0,0,624,0,0,0,0,0,0,0,1072,0,0,1000,1072,0.8229838658936564,0.5680647467311558,2024
27187,0,5,66371,0,700,0,0,0,0,0,0,0,0,430,0,0,270,0,0,0,0,700,1,2500,0,700,0.8229838658936564,0.5680647467311558,2024
27201,0,5,66363,0,1253,0,539,766,0,0,0,0,0,0,0,0,0,238,0,0,0,1543,0,2000,290,1543,0.8229838658936564,0.5680647467311558,2024
26756,0,5,66339,0,131,315,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,446,1,1000,0,131,0.8229838658936564,0.5680647467311558,2024
27302,0,5,66346,0,1464,810,0,0,0,0,0,0,0,746,0,0,0,0,0,718,0,2274,1,2500,0,1464,0.8229838658936564,0.5680647467311558,2024
26875,0,5,66373,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,1,0,0,21,0.8229838658936564,0.5680647467311558,2024
25993,0,5,66374,0,67,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,67,0.8229838658936564,0.5680647467311558,2024
24801,0,5,66375,0,0,616,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,1259,0,0,1500,643,0.8229838658936564,0.5680647467311558,2024
24970,0,5,66376,0,105,0,200,0,0,0,0,0,0,0,0,0,0,0,0,205,0,405,0,0,300,405,0.8229838658936564,0.5680647467311558,2024
27797,0,5,66378,0,0,0,1224,0,0,0,2871,0,0,0,0,0,0,0,0,1,0,4096,0,0,4979,4096,0.8229838658936564,0.5680647467311558,2024
28285,0,5,66379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,0,1039,2078,0,0,2601,2078,0.8229838658936564,0.5680647467311558,2024
26788,0,5,66380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,0.8229838658936564,0.5680647467311558,2024
28367,0,5,66381,0,160,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,160,1,0,0,160,0.8229838658936564,0.5680647467311558,2024
25446,0,5,66383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,2820,0,0,3500,2820,0.8229838658936564,0.5680647467311558,2024
27404,0,5,66384,0,1810,0,0,0,0,757,0,0,0,0,0,0,0,1053,0,0,0,1810,1,3000,0,1810,0.8229838658936564,0.5680647467311558,2024
28541,0,5,66385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8229838658936564,0.5680647467311558,2024
25671,0,5,66386,0,0,0,0,0,0,0,0,0,0,0,1624,0,0,0,0,0,0,1624,0,0,2150,1624,0.8229838658936564,0.5680647467311558,2024
27072,0,5,66387,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,378,0,0,900,378,0.8229838658936564,0.5680647467311558,2024
27390,0,5,66388,0,0,0,563,803,0,0,0,0,0,0,0,0,315,0,0,0,0,1681,0,0,2000,1681,0.8229838658936564,0.5680647467311558,2024
26240,0,5,66390,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,0,319,0,0.8229838658936564,0.5680647467311558,2024
27512,0,5,66391,0,0,0,17,35,0,0,0,0,0,0,0,0,0,45,32,0,0,129,0,0,483,129,0.8229838658936564,0.5680647467311558,2024
29259,0,5,66392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8229838658936564,0.5680647467311558,2024
26772,0,5,66394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0.8229838658936564,0.5680647467311558,2024
28431,0,5,66395,0,2478,2380,0,511,1623,860,545,0,0,0,3300,0,0,0,1276,397,366,11258,0,0,6400,8878,0.8229838658936564,0.5680647467311558,2024
27642,0,5,66396,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,350,63,0.8229838658936564,0.5680647467311558,2024
28111,0,5,66397,0,650,660,0,0,0,0,712,0,0,0,0,0,0,0,0,0,278,1650,0,0,340,990,0.8229838658936564,0.5680647467311558,2024
25454,0,5,66399,0,0,0,620,430,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,1,0,2300,1050,0.8229838658936564,0.5680647467311558,2024
25451,0,5,66400,0,910,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,0,910,1,2000,0,910,0.8229838658936564,0.5680647467311558,2024
25805,0,5,66401,1000,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,1280,0,0,1000,1280,0.8229838658936564,0.5680647467311558,2024
24859,0,5,66402,0,0,0,0,0,0,0,0,0,0,2448,0,0,0,0,0,0,0,2448,0,0,3112,2448,0.8229838658936564,0.5680647467311558,2024
24843,0,5,66403,0,0,0,0,0,0,120,0,0,0,82,0,0,0,7,0,0,0,209,0,0,400,209,0.8229838658936564,0.5680647467311558,2024
26138,0,5,66404,0,103,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,103,0,0,0,103,0.8229838658936564,0.5680647467311558,2024
28797,0,5,66405,0,63,0,161,175,0,184,0,0,0,0,0,318,0,355,0,0,0,1193,0,0,1130,1193,0.8229838658936564,0.5680647467311558,2024
24587,0,5,66406,0,1158,0,0,0,2268,0,0,0,0,0,0,1890,0,0,0,0,0,4158,0,0,3000,4158,0.8229838658936564,0.5680647467311558,2024
26425,0,5,66407,0,507,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,637,1,1000,130,637,0.8229838658936564,0.5680647467311558,2024
27742,0,5,66409,0,92,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,0,0,92,0.8229838658936564,0.5680647467311558,2024
25511,0,5,66410,500,0,0,0,0,0,0,104,0,0,196,0,0,0,0,0,0,0,300,0,0,750,300,0.8229838658936564,0.5680647467311558,2024
27184,0,5,66411,0,194,0,0,0,0,3641,0,0,0,0,3671,0,0,0,0,1922,0,9234,0,0,9040,9234,0.8229838658936564,0.5680647467311558,2024
28639,0,5,66414,0,0,0,210,0,0,0,0,0,0,0,0,0,0,210,0,0,0,420,0,0,3750,420,0.8229838658936564,0.5680647467311558,2024
25330,0,5,66415,1000,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,1600,0,0,1140,1600,0.8229838658936564,0.5680647467311558,2024
26362,0,5,66416,0,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,31,1,0,0,31,0.8229838658936564,0.5680647467311558,2024
29037,0,5,66417,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,1000,0,29,0.8229838658936564,0.5680647467311558,2024
26421,0,5,66418,0,183,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,183,1,1000,0,183,0.8229838658936564,0.5680647467311558,2024
27598,0,5,66413,0,795,360,0,0,0,0,227,0,0,0,114,0,0,227,0,0,227,1155,0,1500,0,795,0.8229838658936564,0.5680647467311558,2024
26549,0,5,66372,0,180,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,180,1,1000,0,180,0.8229838658936564,0.5680647467311558,2024
26244,0,5,66382,0,344,770,1500,574,0,927,0,0,0,1714,1185,829,0,1106,1289,0,0,9894,0,500,8780,9124,0.8229838658936564,0.5680647467311558,2024
27649,0,5,66398,0,484,0,0,300,0,0,130,0,0,382,0,10,602,0,0,230,0,1654,0,1000,1170,1654,0.8229838658936564,0.5680647467311558,2024
27283,0,5,66389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,624,0,1000,750,624,0.8229838658936564,0.5680647467311558,2024
25236,0,5,66377,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,0,0,1210,1,1000,1460,1210,0.8229838658936564,0.5680647467311558,2024
27813,0,5,66408,0,1307,0,1622,0,0,0,0,0,0,0,0,2885,0,0,0,0,0,4507,0,2000,3200,4507,0.8229838658936564,0.5680647467311558,2024
24608,0,5,66420,0,0,0,53,0,0,30,0,0,0,0,0,0,0,0,0,0,0,83,0,0,447,83,0.8229838658936564,0.5680647467311558,2024
27102,0,5,66421,0,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,2500,940,0.8229838658936564,0.5680647467311558,2024
28010,0,5,66422,0,0,0,63,0,0,0,0,0,0,0,0,0,7,0,0,0,0,70,0,0,390,70,0.8229838658936564,0.5680647467311558,2024
24477,0,5,66423,0,483,0,0,0,0,0,0,0,0,307,0,0,0,0,176,0,0,483,1,1000,0,483,0.8229838658936564,0.5680647467311558,2024
27097,0,5,66426,0,0,0,0,0,0,59,0,0,0,0,34,0,0,0,114,0,0,207,0,0,960,207,0.8229838658936564,0.5680647467311558,2024
29190,0,5,66427,0,24,0,0,0,0,0,7,0,0,0,0,17,0,0,0,0,0,24,1,1000,0,24,0.8229838658936564,0.5680647467311558,2024
26905,0,5,66429,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21,1,0,0,21,0.8229838658936564,0.5680647467311558,2024
26958,0,5,66430,0,93,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,93,0.8229838658936564,0.5680647467311558,2024
26053,0,5,66431,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,0,0,869,0,0,1120,869,0.8229838658936564,0.5680647467311558,2024
25127,0,5,66432,0,321,0,470,0,0,0,0,0,0,0,0,280,0,0,0,851,0,1601,0,0,1280,1601,0.8229838658936564,0.5680647467311558,2024
25837,0,5,66433,0,163,0,0,90,0,0,0,0,0,0,0,73,0,0,0,0,0,163,1,1000,0,163,0.8229838658936564,0.5680647467311558,2024
28115,0,5,66434,0,0,0,108,0,0,145,0,0,0,0,63,63,82,0,95,63,0,619,0,0,3470,619,0.8229838658936564,0.5680647467311558,2024
25865,0,5,66435,6000,0,0,2856,1471,13,1737,19,0,0,0,0,2652,0,1830,7,1768,13,12366,0,0,12163,12366,0.8229838658936564,0.5680647467311558,2024
28187,0,5,66436,0,410,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,410,1,1000,0,410,0.8229838658936564,0.5680647467311558,2024
25472,0,5,66437,0,0,0,0,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,1245,0,0,1860,1245,0.8229838658936564,0.5680647467311558,2024
27934,0,5,66438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,0,0,0,1540,0,0,4080,1540,0.8229838658936564,0.5680647467311558,2024
28167,0,5,66439,0,3152,0,0,1277,0,0,0,0,0,0,0,622,1017,0,0,236,0,3152,1,4000,0,3152,0.8229838658936564,0.5680647467311558,2024
26537,0,5,66440,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,420,1260,0,0,1580,1260,0.8229838658936564,0.5680647467311558,2024
25131,0,5,66442,0,0,0,0,0,940,0,650,0,0,0,5569,0,0,0,0,7,1057,8223,0,0,8503,8223,0.8229838658936564,0.5680647467311558,2024
25883,0,5,66444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,38,0,0,350,38,0.8229838658936564,0.5680647467311558,2024
24890,0,5,66445,0,0,3402,0,334,139,158,0,0,0,0,1733,4,811,0,1821,334,0,8736,0,0,6618,5334,0.8229838658936564,0.5680647467311558,2024
28375,0,5,66446,0,3117,2658,0,0,0,2599,0,0,0,0,0,2460,0,2658,0,0,2658,13033,0,0,7258,10375,0.8229838658936564,0.5680647467311558,2024
28098,0,5,66448,0,530,0,473,0,0,0,0,0,0,0,0,0,0,0,57,0,0,530,1,1000,0,530,0.8229838658936564,0.5680647467311558,2024
24848,0,5,66449,0,0,0,0,0,0,0,271,0,0,0,0,0,126,0,0,0,133,530,0,0,1090,530,0.8229838658936564,0.5680647467311558,2024
27130,0,5,66450,0,30,0,0,0,33,0,172,0,0,476,0,0,17,0,0,132,0,830,0,0,800,830,0.8229838658936564,0.5680647467311558,2024
27629,0,5,66425,0,2138,630,0,413,410,325,293,0,0,0,0,0,38,432,413,193,161,3308,0,3000,540,2678,0.8229838658936564,0.5680647467311558,2024
29153,0,5,66447,0,129,0,0,0,284,0,278,0,0,2810,0,0,0,0,410,0,0,3782,0,1000,3653,3782,0.8229838658936564,0.5680647467311558,2024
27643,0,5,66443,0,628,0,0,0,0,212,0,0,0,0,0,416,0,0,0,0,0,628,0,1000,0,628,0.8229838658936564,0.5680647467311558,2024
24771,0,5,66428,0,465,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,465,1,1000,0,465,0.8229838658936564,0.5680647467311558,2024
28005,0,6,77405,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,378,0,1000,460,378,0.7485107481711011,0.6631226582407952,2024
28438,0,6,77376,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,159,0,0,476,0,1000,580,476,0.7485107481711011,0.6631226582407952,2024
28439,0,6,76842,0,239,0,0,0,363,0,0,0,0,0,726,0,0,0,0,0,0,1089,0,1000,850,1089,0.7485107481711011,0.6631226582407952,2024
26529,0,6,76625,0,937,363,0,363,0,363,0,0,0,0,363,0,363,0,363,0,0,2178,0,2000,878,1815,0.7485107481711011,0.6631226582407952,2024
28641,0,6,75849,0,545,0,0,0,0,87,0,0,0,0,0,0,340,0,0,0,458,885,0,1000,340,885,0.7485107481711011,0.6631226582407952,2024
26248,0,6,75341,0,1266,0,0,0,0,0,0,0,0,756,0,1210,0,0,0,0,1210,3176,0,2000,1910,3176,0.7485107481711011,0.6631226582407952,2024
26538,0,6,75450,0,390,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,840,1,1000,450,840,0.7485107481711011,0.6631226582407952,2024
26555,0,6,76072,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,1000,0,300,0.7485107481711011,0.6631226582407952,2024
26560,0,6,76483,0,150,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,150,1,1000,0,150,0.7485107481711011,0.6631226582407952,2024
26531,0,6,76087,0,353,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,353,1,1000,0,353,0.7485107481711011,0.6631226582407952,2024
26571,0,6,76235,0,1008,0,0,0,0,0,0,0,0,504,0,0,0,0,0,504,0,1008,1,2000,0,1008,0.7485107481711011,0.6631226582407952,2024
26542,0,6,77025,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,605,1,1000,0,605,0.7485107481711011,0.6631226582407952,2024
26554,0,6,77841,0,1512,0,0,0,756,0,0,0,0,0,0,0,0,756,0,0,0,1512,0,2000,0,1512,0.7485107481711011,0.6631226582407952,2024
27055,0,6,75082,0,594,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,396,594,1,1000,0,594,0.7485107481711011,0.6631226582407952,2024
26968,0,6,75368,0,772,0,0,0,0,0,0,0,0,2772,0,0,0,0,0,0,0,2772,0,1000,2000,2772,0.7485107481711011,0.6631226582407952,2024
27042,0,6,77593,0,792,0,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,792,0,2000,0,792,0.7485107481711011,0.6631226582407952,2024
26457,0,6,76444,0,99,0,0,0,0,0,0,0,0,173,0,346,0,0,0,0,0,519,1,1000,420,519,0.7485107481711011,0.6631226582407952,2024
26462,0,6,76648,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,346,1,1000,0,346,0.7485107481711011,0.6631226582407952,2024
27814,0,6,75929,0,671,0,354,0,373,0,0,0,0,0,0,0,300,0,24,0,0,1051,1,1000,380,1051,0.7485107481711011,0.6631226582407952,2024
27253,0,6,76547,0,765,0,0,0,0,0,0,0,0,0,0,0,350,0,0,415,0,765,1,1000,0,765,0.7485107481711011,0.6631226582407952,2024
26810,0,6,76986,0,441,0,0,0,0,0,0,0,0,0,0,484,207,0,0,0,0,691,1,1000,250,691,0.7485107481711011,0.6631226582407952,2024
25932,0,6,77089,0,0,0,0,0,0,0,0,0,0,0,0,562,0,390,0,0,0,952,0,1000,1000,952,0.7485107481711011,0.6631226582407952,2024
28462,0,6,77684,0,1223,0,0,0,546,0,0,0,0,130,0,0,73,0,474,0,0,1223,0,2000,0,1223,0.7485107481711011,0.6631226582407952,2024
24964,0,6,75270,0,0,0,100,41,0,0,0,0,0,0,0,0,92,0,0,0,0,233,0,500,260,233,0.7485107481711011,0.6631226582407952,2024
27694,0,6,76152,0,71,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,101,1,1000,30,101,0.7485107481711011,0.6631226582407952,2024
28035,0,6,75995,0,1668,0,1240,0,0,0,0,0,0,0,0,1364,0,0,0,0,1664,4268,0,2500,2600,4268,0.7485107481711011,0.6631226582407952,2024
27570,1,6,77956,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,7,0.7485107481711011,0.6631226582407952,2024
25403,0,6,77512,0,269,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,1000,0,269,0.7485107481711011,0.6631226582407952,2024
27203,0,6,77238,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,0,1998,0,1000,2400,1998,0.7485107481711011,0.6631226582407952,2024
27711,0,6,75367,0,306,0,0,0,0,149,0,0,0,0,0,241,0,0,0,0,156,546,0,500,240,546,0.7485107481711011,0.6631226582407952,2024
27440,0,6,75045,0,413,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,413,1,1000,0,413,0.7485107481711011,0.6631226582407952,2024
28377,0,6,75401,0,1339,1632,0,1601,0,0,0,0,0,0,0,1224,0,0,0,0,0,4457,0,2000,1486,2825,0.7485107481711011,0.6631226582407952,2024
27442,0,6,76723,0,330,0,275,0,0,180,0,0,0,0,0,230,0,0,0,0,145,830,1,1000,500,830,0.7485107481711011,0.6631226582407952,2024
27526,0,6,75468,0,375,0,191,0,0,89,0,0,0,660,0,0,0,0,0,0,235,1175,0,1000,800,1175,0.7485107481711011,0.6631226582407952,2024
28196,0,6,75550,0,890,0,0,0,0,700,0,0,0,600,0,530,0,510,0,0,400,2740,0,2000,1850,2740,0.7485107481711011,0.6631226582407952,2024
27163,0,6,75618,0,106,0,421,314,0,0,0,0,0,0,0,0,371,0,0,0,0,1106,0,1000,1000,1106,0.7485107481711011,0.6631226582407952,2024
25864,0,6,75030,0,1082,0,0,0,0,124,0,0,0,0,0,0,0,0,958,0,0,1082,0,2500,0,1082,0.7485107481711011,0.6631226582407952,2024
27237,0,6,76930,0,396,350,0,0,0,278,0,0,0,0,0,0,448,0,0,0,0,1076,1,1000,330,726,0.7485107481711011,0.6631226582407952,2024
27225,0,6,75397,0,1017,0,782,0,0,0,0,0,0,0,0,0,0,0,235,0,0,1017,0,2500,0,1017,0.7485107481711011,0.6631226582407952,2024
27639,0,6,75775,0,166,0,0,0,0,0,0,0,0,1008,1098,0,0,0,0,0,0,2106,1,1000,1940,2106,0.7485107481711011,0.6631226582407952,2024
27209,0,6,76586,0,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,2500,0,90,0.7485107481711011,0.6631226582407952,2024
27641,0,6,77753,0,90,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,720,1,1000,630,720,0.7485107481711011,0.6631226582407952,2024
25431,0,6,77709,0,2380,0,0,0,0,0,0,0,0,0,0,3030,0,0,0,0,2940,5970,0,3000,3590,5970,0.7485107481711011,0.6631226582407952,2024
28603,1,6,78022,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,250,270,0.7485107481711011,0.6631226582407952,2024
28282,0,6,75398,0,66,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,66,1,1000,0,66,0.7485107481711011,0.6631226582407952,2024
28403,0,6,75174,0,581,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,83,581,0,1000,0,581,0.7485107481711011,0.6631226582407952,2024
27503,0,6,75354,0,0,0,170,0,0,0,0,0,0,0,0,446,0,0,641,0,0,1257,0,1000,1300,1257,0.7485107481711011,0.6631226582407952,2024
25738,0,6,76502,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,1136,0,2500,490,1136,0.7485107481711011,0.6631226582407952,2024
27204,0,6,75179,0,760,364,0,0,505,0,0,0,0,0,0,0,0,0,255,0,0,1124,1,2500,0,760,0.7485107481711011,0.6631226582407952,2024
24690,0,6,76743,0,280,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,280,1,2500,0,280,0.7485107481711011,0.6631226582407952,2024
27319,0,6,76820,0,1243,598,0,0,0,856,0,0,0,0,0,0,0,387,0,0,0,1841,1,2500,0,1243,0.7485107481711011,0.6631226582407952,2024
27200,0,6,75275,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,627,1,2500,0,627,0.7485107481711011,0.6631226582407952,2024
28442,0,6,77456,0,1744,0,0,0,0,1988,0,0,0,0,0,2756,0,0,0,0,0,4744,1,2500,3000,4744,0.7485107481711011,0.6631226582407952,2024
24675,0,6,77193,0,0,0,0,0,0,0,0,0,0,0,0,0,2634,0,0,0,0,2634,0,1000,2700,2634,0.7485107481711011,0.6631226582407952,2024
24759,0,6,75980,0,460,0,0,0,443,0,0,0,0,0,0,0,0,317,0,0,0,760,1,1000,300,760,0.7485107481711011,0.6631226582407952,2024
24465,0,6,76182,0,828,0,1523,0,0,0,0,0,0,0,0,0,2405,0,0,0,0,3928,0,2000,3100,3928,0.7485107481711011,0.6631226582407952,2024
24483,0,6,77112,0,298,0,597,434,0,0,0,0,0,0,0,0,277,0,0,0,0,1308,0,1000,1010,1308,0.7485107481711011,0.6631226582407952,2024
24469,0,6,77786,0,284,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,284,1,1000,0,284,0.7485107481711011,0.6631226582407952,2024
24794,0,6,77301,0,0,0,350,0,0,0,0,0,0,0,0,0,0,400,0,0,0,750,0,500,890,750,0.7485107481711011,0.6631226582407952,2024
27302,0,6,75808,0,1776,0,966,0,0,0,0,0,0,0,0,0,0,0,810,0,0,1776,1,2500,0,1776,0.7485107481711011,0.6631226582407952,2024
24795,0,6,77106,0,565,0,0,0,0,0,0,0,0,0,0,0,0,765,0,0,0,765,1,1000,200,765,0.7485107481711011,0.6631226582407952,2024
27815,0,6,75549,0,145,561,0,0,0,0,0,0,0,0,713,0,0,0,832,0,0,2106,1,1000,1400,1545,0.7485107481711011,0.6631226582407952,2024
